eBird_name,group_members,GBIF_name,GBIF_rank,GBIF_taxonKey
Lacedo pulchella [pulchella Group],"['Lacedo pulchella amabilis', 'Lacedo pulchella deignani', 'Lacedo pulchella pulchella']","['Lacedo pulchella amabilis (Hume, 1873)', 'Lacedo pulchella deignani Meyer de Schauensee, 1946', 'Lacedo pulchella pulchella']","['SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES']","[6175707, 6095270, 7191431]"
Lacedo pulchella melanops,['Lacedo pulchella melanops'],"Lacedo pulchella melanops (Bonaparte, 1850)",SUBSPECIES,6175706
Dacelo novaeguineae,['Dacelo novaeguineae'],"Dacelo novaeguineae (Hermann, 1783)",SPECIES,2475648
Dacelo leachii,['Dacelo leachii'],"Dacelo leachii Vigors & Horsfield, 1827",SPECIES,2475654
Dacelo tyro,['Dacelo tyro'],"Dacelo tyro G.R.Gray, 1858",SPECIES,2475651
Dacelo gaudichaud,['Dacelo gaudichaud'],"Dacelo gaudichaud Gaimard, 1823",SPECIES,2475647
Dacelo rex,['Dacelo rex'],"Dacelo rex (Sharpe, 1880)",SPECIES,12009032
Cittura sanghirensis,['Cittura sanghirensis'],"Cittura sanghirensis Sharpe, 1868",SPECIES,8811419
Cittura cyanotis,['Cittura cyanotis'],"Cittura cyanotis (Temminck, 1824)",SPECIES,2475564
Pelargopsis amauroptera,['Pelargopsis amauroptera'],"Pelargopsis amauroptera (J.T.Pearson, 1841)",SPECIES,5228415
Pelargopsis capensis,['Pelargopsis capensis'],"Pelargopsis capensis (Linnaeus, 1766)",SPECIES,5228417
Pelargopsis melanorhyncha,['Pelargopsis melanorhyncha'],"Pelargopsis melanorhyncha (Temminck, 1826)",SPECIES,5228411
Halcyon coromanda,['Halcyon coromanda'],"Halcyon coromanda (Latham, 1790)",SPECIES,5228311
Halcyon badia,['Halcyon badia'],"Halcyon badia J.Verreaux & É.Verreaux, 1851",SPECIES,5228344
Halcyon smyrnensis,['Halcyon smyrnensis'],"Halcyon smyrnensis (Linnaeus, 1758)",SPECIES,5228328
Halcyon gularis,['Halcyon gularis'],"Halcyon gularis (Kuhl, 1820)",SPECIES,7718826
Halcyon leucocephala,['Halcyon leucocephala'],"Halcyon leucocephala (P.L.S.Müller, 1776)",SPECIES,5228304
Halcyon pileata,['Halcyon pileata'],"Halcyon pileata (Boddaert, 1783)",SPECIES,5228310
Halcyon cyanoventris,['Halcyon cyanoventris'],"Halcyon cyanoventris (Vieillot, 1818)",SPECIES,5228327
Halcyon senegalensis,['Halcyon senegalensis'],"Halcyon senegalensis (Linnaeus, 1766)",SPECIES,5228340
Halcyon senegaloides,['Halcyon senegaloides'],"Halcyon senegaloides A.Smith, 1834",SPECIES,5228303
Halcyon malimbica,['Halcyon malimbica'],"Halcyon malimbica (Shaw, 1812)",SPECIES,5228335
Halcyon albiventris,['Halcyon albiventris'],"Halcyon albiventris (Scopoli, 1786)",SPECIES,5228322
Halcyon chelicuti,['Halcyon chelicuti'],"Halcyon chelicuti (Stanley, 1814)",SPECIES,5228300
Todiramphus nigrocyaneus,['Todiramphus nigrocyaneus'],"Todiramphus nigrocyaneus (Wallace, 1862)",SPECIES,2475687
Todiramphus winchelli,['Todiramphus winchelli'],"Todiramphus winchelli (Sharpe, 1877)",SPECIES,2475710
Todiramphus diops,['Todiramphus diops'],"Todiramphus diops (Temminck, 1824)",SPECIES,2475692
Todiramphus lazuli,['Todiramphus lazuli'],"Todiramphus lazuli (Temminck, 1830)",SPECIES,2475717
Todiramphus pyrrhopygius,['Todiramphus pyrrhopygius'],"Todiramphus pyrrhopygius (Gould, 1841)",SPECIES,2475733
Todiramphus macleayii,['Todiramphus macleayii'],"Todiramphus macleayii (Jardine & Selby, 1830)",SPECIES,2475735
Todiramphus albonotatus,['Todiramphus albonotatus'],"Todiramphus albonotatus (E.P.Ramsay, 1884)",SPECIES,2475694
Todiramphus leucopygius,['Todiramphus leucopygius'],"Todiramphus leucopygius (J.Verreaux, 1858)",SPECIES,2475719
Todiramphus farquhari,['Todiramphus farquhari'],"Todiramphus farquhari (Sharpe, 1899)",SPECIES,2475740
Todiramphus godeffroyi,['Todiramphus godeffroyi'],"Todiramphus godeffroyi (Finsch, 1877)",SPECIES,2475816
Todiramphus ruficollaris,['Todiramphus ruficollaris'],"Todiramphus ruficollaris (Holyoak, 1974)",SPECIES,4843843
Todiramphus veneratus,['Todiramphus veneratus'],"Todiramphus veneratus (J.F.Gmelin, 1788)",SPECIES,2475812
Todiramphus veneratus youngi,['Todiramphus veneratus youngi'],"Todiramphus veneratus youngi Sharpe, 1892",SUBSPECIES,6175641
Todiramphus veneratus veneratus,['Todiramphus veneratus veneratus'],Todiramphus veneratus veneratus,SUBSPECIES,7191457
Todiramphus gambieri,['Todiramphus gambieri'],"Todiramphus gambieri (Oustalet, 1895)",SPECIES,2475706
Todiramphus gambieri gertrudae,['Todiramphus gambieri gertrudae'],"Todiramphus gambieri gertrudae Murphy, 1924",SUBSPECIES,6175704
Todiramphus gambieri gambieri,['Todiramphus gambieri gambieri'],Todiramphus gambieri gambieri,SUBSPECIES,7059573
Todiramphus tutus,['Todiramphus tutus'],"Todiramphus tutus (J.F.Gmelin, 1788)",SPECIES,2475726
Todiramphus sacer,['Todiramphus sacer'],"Todiramphus sacer (J.F.Gmelin, 1788)",SPECIES,9370361
Todiramphus sacer [juliae Group],"['Todiramphus sacer torresianus', 'Todiramphus sacer santoensis', 'Todiramphus sacer juliae', 'Todiramphus sacer erromangae', 'Todiramphus sacer tannensis']","['Todiramphus sacer torresianus (Mayr, 1931)', 'Todiramphus sacer santoensis (Mayr, 1931)', 'Todiramphus sacer juliae (Heine, 1860)', 'Todiramphus sacer erromangae (Mayr, 1938)', 'Todiramphus sacer tannensis (Sharpe, 1892)']","['SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES']","[7361577, 7832030, 8179688, 8238665, 7906539]"
Todiramphus sacer [sacer Group],"['Todiramphus sacer sacer', 'Todiramphus sacer pealei', 'Todiramphus sacer manuae']","['Todiramphus sacer sacer', 'Todiramphus sacer pealei (Finsch & Hartlaub, 1867)', 'Todiramphus sacer manuae (Mayr, 1941)']","['SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES']","[8151006, 8092209, 7416515]"
Todiramphus sacer [solomonis Group],"['Todiramphus sacer pavuvu', 'Todiramphus sacer mala', 'Todiramphus sacer amoenus', 'Todiramphus sacer sororum', 'Todiramphus sacer solomonis', 'Todiramphus sacer brachyurus', 'Todiramphus sacer vicina', 'Todiramphus sacer ornatus', 'Todiramphus sacer utupuae', 'Todiramphus sacer melanodera']","['Todiramphus sacer pavuvu (Mayr, 1935)', 'Todiramphus sacer mala (Mayr, 1935)', 'Todiramphus sacer amoenus (Mayr, 1931)', 'Todiramphus sacer sororum (I.C.J.Galbraith & E.H.Galbraith, 1962)', 'Todiramphus sacer solomonis (E.P.Ramsay, 1882)', 'Todiramphus sacer brachyurus (Mayr, 1931)', 'Todiramphus sacer vicina (Mayr, 1931)', 'Todiramphus sacer ornatus (Mayr, 1931)', 'Todiramphus sacer utupuae (Mayr, 1931)', 'Todiramphus sacer melanodera (Mayr, 1931)']","['SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES']","[7549343, 8381710, 7639315, 7859926, 7450276, 7952818, 8056636, 7432997, 8074825, 8256291]"
Todiramphus sacer [vitiensis Group],"['Todiramphus sacer vitiensis', 'Todiramphus sacer eximius', 'Todiramphus sacer regina']","['Todiramphus sacer vitiensis (Peale, 1849)', 'Todiramphus sacer eximius (Mayr, 1941)', 'Todiramphus sacer regina (Mayr, 1941)']","['SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES']","[7934826, 7566732, 7680382]"
Todiramphus sacer marinus,['Todiramphus sacer marinus'],"Todiramphus sacer marinus (Mayr, 1941)",SUBSPECIES,8763850
Todiramphus pelewensis,['Todiramphus pelewensis'],"Todiramphus pelewensis (Wiglesworth, 1891)",SPECIES,8274829
Todiramphus cinnamominus,['Todiramphus cinnamominus'],"Todiramphus cinnamominus (Swainson, 1821)",SPECIES,2475795
Todiramphus reichenbachii,['Todiramphus reichenbachii'],"Todiramphus reichenbachii Hartlaub, 1852",SPECIES,7566420
Todiramphus recurvirostris,['Todiramphus recurvirostris'],"Todiramphus recurvirostris Lafresnaye, 1842",SPECIES,4843842
Todiramphus colonus,['Todiramphus colonus'],"Todiramphus colonus (E.Hartert, 1896)",SPECIES,7935148
Todiramphus sordidus,['Todiramphus sordidus'],"Todiramphus sordidus (Gould, 1842)",SPECIES,8010240
Todiramphus sanctus,['Todiramphus sanctus'],"Todiramphus sanctus (Vigors & Horsfield, 1827)",SPECIES,2475802
Todiramphus sanctus sanctus,['Todiramphus sanctus sanctus'],Todiramphus sanctus sanctus,SUBSPECIES,7059568
Todiramphus sanctus canacorum,['Todiramphus sanctus canacorum'],"Todiramphus sanctus canacorum (Brasil, 1916)",SUBSPECIES,6175637
Todiramphus sanctus macmillani,['Todiramphus sanctus macmillani'],"Todiramphus sanctus macmillani (Mayr, 1940)",SUBSPECIES,6175636
Todiramphus sanctus vagans,['Todiramphus sanctus vagans'],"Todiramphus sanctus vagans (R.Lesson, 1828)",SUBSPECIES,6175638
Todiramphus chloris,['Todiramphus chloris'],"Todiramphus chloris (Boddaert, 1783)",SPECIES,2475742
Todiramphus chloris abyssinicus,['Todiramphus chloris abyssinicus'],"Todiramphus chloris abyssinicus (Pelzeln, 1856)",SUBSPECIES,6175683
Todiramphus chloris kalbaensis,['Todiramphus chloris kalbaensis'],"Todiramphus chloris kalbaensis (Cowles, 1980)",SUBSPECIES,6175691
Todiramphus chloris [humii Group],"['Todiramphus chloris humii', 'Todiramphus chloris vidali', 'Todiramphus chloris armstrongi', 'Todiramphus chloris davisoni']","['Todiramphus chloris humii (Sharpe, 1892)', 'Todiramphus chloris vidali (Sharpe, 1892)', 'Todiramphus chloris armstrongi (Sharpe, 1892)', 'Todiramphus chloris davisoni (Sharpe, 1892)']","['SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES']","[6175657, 6175656, 6175668, 6175681]"
Todiramphus chloris occipitalis,['Todiramphus chloris occipitalis'],"Todiramphus chloris occipitalis Blyth, 1846",SUBSPECIES,6175671
Todiramphus chloris [chloris Group],"['Todiramphus chloris chloropterus', 'Todiramphus chloris azelus', 'Todiramphus chloris palmeri', 'Todiramphus chloris laubmannianus', 'Todiramphus chloris collaris', 'Todiramphus chloris chloris', 'Todiramphus chloris teraokai']","['Todiramphus chloris chloropterus (Oberholser, 1919)', 'Todiramphus chloris azelus (Oberholser, 1919)', 'Todiramphus chloris palmeri (Oberholser, 1919)', 'Todiramphus chloris laubmannianus (Grote, 1933)', 'Todiramphus chloris collaris (Scopoli, 1786)', 'Todiramphus chloris chloris', 'Todiramphus chloris teraokai (Nagamichi Kuroda, 1915)']","['SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES']","[6175662, 6175693, 6175690, 6175684, 6175696, 7191455, 6175695]"
Todiramphus saurophagus,['Todiramphus saurophagus'],"Todiramphus saurophagus (Gould, 1843)",SPECIES,2475721
Todiramphus saurophagus saurophagus,['Todiramphus saurophagus saurophagus'],Todiramphus saurophagus saurophagus,SUBSPECIES,7191458
Todiramphus saurophagus admiralitatis,['Todiramphus saurophagus admiralitatis'],"Todiramphus saurophagus admiralitatis (Sharpe, 1892)",SUBSPECIES,6175623
Todiramphus albicilla,['Todiramphus albicilla'],"Todiramphus albicilla (Dumont, 1823)",SPECIES,7741716
Todiramphus tristrami,['Todiramphus tristrami'],"Todiramphus tristrami (E.L.Layard, 1880)",SPECIES,8114887
Todiramphus tristrami matthiae,['Todiramphus tristrami matthiae'],"Todiramphus tristrami matthiae (Heinroth, 1902)",SUBSPECIES,8743611
Todiramphus tristrami stresemanni,['Todiramphus tristrami stresemanni'],"Todiramphus tristrami stresemanni (Laubmann, 1923)",SUBSPECIES,9130530
Todiramphus tristrami [nusae Group],"['Todiramphus tristrami nusae', 'Todiramphus tristrami novaehiberniae', 'Todiramphus tristrami bennetti']","['Todiramphus tristrami nusae (Heinroth, 1902)', 'Todiramphus tristrami novaehiberniae (E.Hartert, 1925)', 'Todiramphus tristrami bennetti (Ripley, 1947)']","['SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES']","[8215762, 7395175, 8039038]"
Todiramphus tristrami tristrami,['Todiramphus tristrami tristrami'],Todiramphus tristrami tristrami,SUBSPECIES,8298200
Todiramphus tristrami alberti,['Todiramphus tristrami alberti'],"Todiramphus tristrami alberti (Rothschild & E.Hartert, 1905)",SUBSPECIES,9070857
Todiramphus funebris,['Todiramphus funebris'],"Todiramphus funebris Bonaparte, 1850",SPECIES,2475696
Todiramphus enigma,['Todiramphus enigma'],"Todiramphus enigma (E.Hartert, 1904)",SPECIES,2475698
Todiramphus australasia,['Todiramphus australasia'],"Todiramphus australasia (Vieillot, 1818)",SPECIES,2475701
Caridonax fulgidus,['Caridonax fulgidus'],"Caridonax fulgidus (Gould, 1857)",SPECIES,2475884
Melidora macrorrhina,['Melidora macrorrhina'],"Melidora macrorrhina (R.Lesson, 1827)",SPECIES,5228345
Actenoides bougainvillei,['Actenoides bougainvillei'],"Actenoides bougainvillei (Rothschild, 1904)",SPECIES,2475668
Actenoides bougainvillei bougainvillei,['Actenoides bougainvillei bougainvillei'],Actenoides bougainvillei bougainvillei,SUBSPECIES,7059562
Actenoides bougainvillei excelsus,['Actenoides bougainvillei excelsus'],"Actenoides bougainvillei excelsus (Mayr, 1941)",SUBSPECIES,6175608
Actenoides concretus,['Actenoides concretus'],"Actenoides concretus (Temminck, 1825)",SPECIES,2475663
Actenoides lindsayi,['Actenoides lindsayi'],"Actenoides lindsayi (Vigors, 1831)",SPECIES,2475675
Actenoides hombroni,['Actenoides hombroni'],"Actenoides hombroni Bonaparte, 1850",SPECIES,2475667
Actenoides monachus,['Actenoides monachus'],"Actenoides monachus (Bonaparte, 1850)",SPECIES,2475660
Actenoides monachus monachus,['Actenoides monachus monachus'],Actenoides monachus monachus,SUBSPECIES,7059560
Actenoides monachus capucinus,['Actenoides monachus capucinus'],"Actenoides monachus capucinus (A.B.Meyer & Wiglesworth, 1896)",SUBSPECIES,6175603
Actenoides princeps,['Actenoides princeps'],"Actenoides princeps (Reichenbach, 1851)",SPECIES,2475671
Actenoides princeps princeps/erythrorhamphus,"['Actenoides princeps princeps', 'Actenoides princeps erythrorhamphus']","['Actenoides princeps princeps', 'Actenoides princeps erythrorhamphus (Stresemann, 1931)']","['SUBSPECIES', 'SUBSPECIES']","[7191443, 6175610]"
Actenoides princeps regalis,['Actenoides princeps regalis'],"Actenoides princeps regalis (Stresemann, 1932)",SUBSPECIES,6175611
Syma torotoro,['Syma torotoro'],"Syma torotoro R.Lesson, 1827",SPECIES,9541141
Syma megarhyncha,['Syma megarhyncha'],"Syma megarhyncha Salvadori, 1896",SPECIES,2475893
Tanysiptera hydrocharis,['Tanysiptera hydrocharis'],"Tanysiptera hydrocharis G.R.Gray, 1858",SPECIES,2475638
Tanysiptera galatea,['Tanysiptera galatea'],"Tanysiptera galatea G.R.Gray, 1859",SPECIES,2475620
Tanysiptera galatea [galatea Group],"['Tanysiptera galatea doris', 'Tanysiptera galatea emiliae', 'Tanysiptera galatea browningi', 'Tanysiptera galatea brunhildae', 'Tanysiptera galatea sabrina', 'Tanysiptera galatea margarethae', 'Tanysiptera galatea obiensis', 'Tanysiptera galatea acis', 'Tanysiptera galatea boanensis', 'Tanysiptera galatea nais', 'Tanysiptera galatea galatea', 'Tanysiptera galatea meyeri', 'Tanysiptera galatea minor', 'Tanysiptera galatea vulcani']","['Tanysiptera galatea doris Wallace, 1862', 'Tanysiptera galatea emiliae Sharpe, 1871', 'Tanysiptera galatea browningi Ripley, 1983', 'Tanysiptera galatea brunhildae Jany, 1955', 'Tanysiptera galatea sabrina G.R.Gray, 1861', 'Tanysiptera galatea margarethae Heine, 1860', 'Tanysiptera galatea obiensis Salvadori, 1877', 'Tanysiptera galatea acis Wallace, 1863', 'Tanysiptera galatea boanensis Mees, 1964', 'Tanysiptera galatea nais G.R.Gray, 1861', 'Tanysiptera galatea galatea', 'Tanysiptera galatea meyeri Salvadori, 1889', ""Tanysiptera galatea minor Salvadori & D'Albertis, 1875"", 'Tanysiptera galatea vulcani Rothschild & E.Hartert, 1915']","['SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES']","[6175791, 6175796, 6175795, 6175801, 6175794, 6175792, 6175798, 6175800, 6175790, 6175793, 7191430, 6175797, 6175802, 6175799]"
Tanysiptera galatea rosseliana,['Tanysiptera galatea rosseliana'],"Tanysiptera galatea rosseliana Tristram, 1889",SUBSPECIES,6175803
Tanysiptera ellioti,['Tanysiptera ellioti'],"Tanysiptera ellioti Sharpe, 1870",SPECIES,2475645
Tanysiptera riedelii,['Tanysiptera riedelii'],"Tanysiptera riedelii J.Verreaux, 1866",SPECIES,2475637
Tanysiptera carolinae,['Tanysiptera carolinae'],"Tanysiptera carolinae Schlegel, 1871",SPECIES,2475644
Tanysiptera nympha,['Tanysiptera nympha'],"Tanysiptera nympha G.R.Gray, 1840",SPECIES,2475636
Tanysiptera danae,['Tanysiptera danae'],"Tanysiptera danae Sharpe, 1880",SPECIES,2475619
Tanysiptera sylvia,['Tanysiptera sylvia'],"Tanysiptera sylvia Gould, 1850",SPECIES,2475639
Tanysiptera nigriceps,['Tanysiptera nigriceps'],"Tanysiptera nigriceps P.L.Sclater, 1877",SPECIES,6100743
Megaceryle maxima,['Megaceryle maxima'],"Megaceryle maxima (Pallas, 1769)",SPECIES,2475463
Megaceryle lugubris,['Megaceryle lugubris'],"Megaceryle lugubris (Temminck, 1834)",SPECIES,2475476
Megaceryle torquata,['Megaceryle torquata'],"Megaceryle torquata (Linnaeus, 1766)",SPECIES,2475466
Megaceryle torquata torquata/stictipennis,"['Megaceryle torquata torquata', 'Megaceryle torquata stictipennis']","['Megaceryle torquata torquata', 'Megaceryle torquata stictipennis (Lawrence, 1885)']","['SUBSPECIES', 'SUBSPECIES']","[7191462, 6175726]"
Megaceryle torquata stellata,['Megaceryle torquata stellata'],"Megaceryle torquata stellata (Meyen, 1834)",SUBSPECIES,6175727
Megaceryle alcyon,['Megaceryle alcyon'],"Megaceryle alcyon (Linnaeus, 1758)",SPECIES,2475472
Ceryle rudis,['Ceryle rudis'],"Ceryle rudis (Linnaeus, 1758)",SPECIES,2475679
Chloroceryle amazona,['Chloroceryle amazona'],"Chloroceryle amazona (Latham, 1790)",SPECIES,2475482
Chloroceryle aenea,['Chloroceryle aenea'],"Chloroceryle aenea (Pallas, 1764)",SPECIES,2475483
Chloroceryle americana,['Chloroceryle americana'],"Chloroceryle americana (J.F.Gmelin, 1788)",SPECIES,2475486
Chloroceryle inda,['Chloroceryle inda'],"Chloroceryle inda (Linnaeus, 1766)",SPECIES,2475492
Coracias garrulus,['Coracias garrulus'],"Coracias garrulus Linnaeus, 1758",SPECIES,2475365
Coracias abyssinicus,['Coracias abyssinicus'],"Coracias abyssinicus Hermann, 1783",SPECIES,2475373
Coracias caudatus,['Coracias caudatus'],"Coracias caudatus Linnaeus, 1766",SPECIES,2475360
Coracias caudatus lorti,['Coracias caudatus lorti'],"Coracias caudatus lorti Shelley, 1885",SUBSPECIES,2475362
Coracias caudatus caudatus,['Coracias caudatus caudatus'],Coracias caudatus caudatus,SUBSPECIES,7059602
Coracias spatulatus,['Coracias spatulatus'],"Coracias spatulatus Trimen, 1880",SPECIES,2475368
Coracias naevius,['Coracias naevius'],"Coracias naevius Daudin, 1800",SPECIES,2475375
Coracias benghalensis,['Coracias benghalensis'],"Coracias benghalensis (Linnaeus, 1758)",SPECIES,2475379
Coracias affinis,['Coracias affinis'],"Coracias affinis Horsfield, 1840",SPECIES,10963770
Coracias temminckii,['Coracias temminckii'],"Coracias temminckii (Vieillot, 1819)",SPECIES,2475372
Coracias cyanogaster,['Coracias cyanogaster'],"Coracias cyanogaster Cuvier, 1816",SPECIES,2475364
Eurystomus glaucurus,['Eurystomus glaucurus'],"Eurystomus glaucurus (P.L.S.Müller, 1776)",SPECIES,5228294
Eurystomus glaucurus [afer Group],"['Eurystomus glaucurus afer', 'Eurystomus glaucurus aethiopicus', 'Eurystomus glaucurus suahelicus']","['Eurystomus glaucurus afer (Latham, 1790)', 'Eurystomus glaucurus aethiopicus Neumann, 1905', 'Eurystomus glaucurus suahelicus Neumann, 1905']","['SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES']","[5228296, 6095383, 5228295]"
Eurystomus glaucurus glaucurus,['Eurystomus glaucurus glaucurus'],Eurystomus glaucurus glaucurus,SUBSPECIES,7059601
Eurystomus gularis,['Eurystomus gularis'],"Eurystomus gularis Vieillot, 1819",SPECIES,5228291
Eurystomus orientalis,['Eurystomus orientalis'],"Eurystomus orientalis (Linnaeus, 1766)",SPECIES,5228280
Eurystomus azureus,['Eurystomus azureus'],"Eurystomus azureus G.R.Gray, 1861",SPECIES,5228279
Geobiastes squamiger,['Geobiastes squamiger'],"Geobiastes squamiger (Lafresnaye, 1838)",SPECIES,2475336
Brachypteracias leptosomus,['Brachypteracias leptosomus'],"Brachypteracias leptosomus (R.Lesson, 1833)",SPECIES,2475331
Uratelornis chimaera,['Uratelornis chimaera'],"Uratelornis chimaera Rothschild, 1895",SPECIES,2475329
Atelornis pittoides,['Atelornis pittoides'],"Atelornis pittoides (Lafresnaye, 1834)",SPECIES,2475334
Atelornis crossleyi,['Atelornis crossleyi'],"Atelornis crossleyi Sharpe, 1875",SPECIES,2475333
Notharchus hyperrhynchus,['Notharchus hyperrhynchus'],"Notharchus hyperrhynchus (P.L.Sclater, 1856)",SPECIES,7340220
Notharchus macrorhynchos,['Notharchus macrorhynchos'],"Notharchus macrorhynchos (J.F.Gmelin, 1788)",SPECIES,2475102
Notharchus swainsoni,['Notharchus swainsoni'],"Notharchus swainsoni (G.R.Gray, 1846)",SPECIES,2475096
Notharchus pectoralis,['Notharchus pectoralis'],"Notharchus pectoralis (G.R.Gray, 1846)",SPECIES,2475108
Notharchus ordii,['Notharchus ordii'],"Notharchus ordii (Cassin, 1851)",SPECIES,2475107
